protocol_version,random_seed,session_id,video_id,video_path,video_duration_sec,trial_type,original_label,three_class_label,sha256,duration_bucket,original_id,replacement_reason,has_audio
emotion-v1,20260912,14,original:vid_3746,original/3746.mp4,15.4,ordinary,,,,medium,vid_3746,,
emotion-v1,20260912,14,original:vid_3763,original/3763.mp4,15.418005,ordinary,,,,medium,vid_3763,,
emotion-v1,20260912,14,original:vid_3843,original/3843.mp4,15.733333,ordinary,,,,medium,vid_3843,,
emotion-v1,20260912,14,original:vid_3867,original/3867.mp4,15.79,ordinary,,,,medium,vid_3867,,
emotion-v1,20260912,14,original:vid_3927,original/3927.mp4,16.0,ordinary,,,,medium,vid_3927,,
emotion-v1,20260912,14,original:vid_3963,original/3963.mp4,16.166667,ordinary,,,,medium,vid_3963,,
emotion-v1,20260912,14,original:vid_4019,original/4019.mp4,16.466667,ordinary,,,,medium,vid_4019,,
emotion-v1,20260912,14,original:vid_4046,original/4046.mp4,16.579002,ordinary,,,,medium,vid_4046,,
emotion-v1,20260912,14,original:vid_4125,original/4125.mp4,16.903991,ordinary,,,,medium,vid_4125,,
emotion-v1,20260912,14,original:vid_4128,original/4128.mp4,16.971995,ordinary,,,,medium,vid_4128,,
emotion-v1,20260912,14,original:vid_4207,original/4207.mp4,17.228005,ordinary,,,,medium,vid_4207,,
emotion-v1,20260912,14,original:vid_4218,original/4218.mp4,17.276009,ordinary,,,,medium,vid_4218,,
emotion-v1,20260912,14,original:vid_4298,original/4298.mp4,17.576009,ordinary,,,,medium,vid_4298,,
emotion-v1,20260912,14,original:vid_4318,original/4318.mp4,17.68,ordinary,,,,medium,vid_4318,,
emotion-v1,20260912,14,original:vid_4375,original/4375.mp4,17.926009,ordinary,,,,medium,vid_4375,,
emotion-v1,20260912,14,original:vid_4417,original/4417.mp4,18.1,ordinary,,,,medium,vid_4417,,
emotion-v1,20260912,14,original:vid_4465,original/4465.mp4,18.4,ordinary,,,,medium,vid_4465,,
emotion-v1,20260912,14,original:vid_4524,original/4524.mp4,18.667007,ordinary,,,,medium,vid_4524,,
emotion-v1,20260912,14,original:vid_4531,original/4531.mp4,18.7,ordinary,,,,medium,vid_4531,,
emotion-v1,20260912,14,original:vid_4618,original/4618.mp4,19.225011,ordinary,,,,medium,vid_4618,,
emotion-v1,20260912,14,original:vid_4632,original/4632.mp4,19.266667,ordinary,,,,medium,vid_4632,,
emotion-v1,20260912,14,original:vid_4671,original/4671.mp4,19.533333,ordinary,,,,medium,vid_4671,,
emotion-v1,20260912,14,original:vid_4752,original/4752.mp4,19.946009,ordinary,,,,medium,vid_4752,,
emotion-v1,20260912,14,original:vid_4786,original/4786.mp4,20.033333,ordinary,,,,long,vid_4786,,
emotion-v1,20260912,14,original:vid_4831,original/4831.mp4,20.107007,ordinary,,,,long,vid_4831,,
emotion-v1,20260912,14,original:vid_4852,original/4852.mp4,20.27,ordinary,,,,long,vid_4852,,
emotion-v1,20260912,14,original:vid_4918,original/4918.mp4,20.866667,ordinary,,,,long,vid_4918,,
emotion-v1,20260912,14,original:vid_4953,original/4953.mp4,21.035011,ordinary,,,,long,vid_4953,,
emotion-v1,20260912,14,original:vid_5006,original/5006.mp4,21.386009,ordinary,,,,long,vid_5006,,
emotion-v1,20260912,14,original:vid_5036,original/5036.mp4,21.733333,ordinary,,,,long,vid_5036,,
emotion-v1,20260912,14,original:vid_5093,original/5093.mp4,22.011995,ordinary,,,,long,vid_5093,,
emotion-v1,20260912,14,original:vid_5136,original/5136.mp4,22.366667,ordinary,,,,long,vid_5136,,
emotion-v1,20260912,14,original:vid_5177,original/5177.mp4,22.662993,ordinary,,,,long,vid_5177,,
emotion-v1,20260912,14,original:vid_5245,original/5245.mp4,23.22,ordinary,,,,long,vid_5245,,
emotion-v1,20260912,14,original:vid_5251,original/5251.mp4,23.266667,ordinary,,,,long,vid_5251,,
emotion-v1,20260912,14,original:vid_5327,original/5327.mp4,23.898305,ordinary,,,,long,vid_5327,,
emotion-v1,20260912,14,original:vid_5352,original/5352.mp4,24.078005,ordinary,,,,long,vid_5352,,
emotion-v1,20260912,14,original:vid_5401,original/5401.mp4,24.433333,ordinary,,,,long,vid_5401,,
emotion-v1,20260912,14,original:vid_5469,original/5469.mp4,24.845011,ordinary,,,,long,vid_5469,,
emotion-v1,20260912,14,original:vid_5504,original/5504.mp4,25.133333,ordinary,,,,long,vid_5504,,
emotion-v1,20260912,14,original:vid_5533,original/5533.mp4,25.402993,ordinary,,,,long,vid_5533,,
emotion-v1,20260912,14,original:vid_5596,original/5596.mp4,25.981995,ordinary,,,,long,vid_5596,,
emotion-v1,20260912,14,original:vid_5620,original/5620.mp4,26.266667,ordinary,,,,long,vid_5620,,
emotion-v1,20260912,14,original:vid_5686,original/5686.mp4,26.772993,ordinary,,,,long,vid_5686,,
emotion-v1,20260912,14,original:vid_5713,original/5713.mp4,26.933991,ordinary,,,,long,vid_5713,,
emotion-v1,20260912,14,original:vid_5784,original/5784.mp4,27.6,ordinary,,,,long,vid_5784,,
emotion-v1,20260912,14,original:vid_5803,original/5803.mp4,27.745763,ordinary,,,,long,vid_5803,,
emotion-v1,20260912,14,original:vid_5873,original/5873.mp4,28.333333,ordinary,,,,long,vid_5873,,
emotion-v1,20260912,14,original:vid_5889,original/5889.mp4,28.607007,ordinary,,,,long,vid_5889,,
emotion-v1,20260912,14,original:vid_5957,original/5957.mp4,29.329329,ordinary,,,,long,vid_5957,,
emotion-v1,20260912,14,original:vid_5989,original/5989.mp4,29.581995,ordinary,,,,long,vid_5989,,
emotion-v1,20260912,14,original:vid_6044,original/6044.mp4,30.115011,ordinary,,,,long,vid_6044,,
emotion-v1,20260912,14,original:vid_6070,original/6070.mp4,30.279002,ordinary,,,,long,vid_6070,,
emotion-v1,20260912,14,original:vid_6111,original/6111.mp4,30.9,ordinary,,,,long,vid_6111,,
emotion-v1,20260912,14,original:vid_6181,original/6181.mp4,31.6,ordinary,,,,long,vid_6181,,
emotion-v1,20260912,14,original:vid_6215,original/6215.mp4,31.933333,ordinary,,,,long,vid_6215,,
emotion-v1,20260912,14,original:vid_6270,original/6270.mp4,32.600998,ordinary,,,,long,vid_6270,,
emotion-v1,20260912,14,original:vid_6325,original/6325.mp4,33.05,ordinary,,,,long,vid_6325,,
emotion-v1,20260912,14,original:vid_6338,original/6338.mp4,33.216667,ordinary,,,,long,vid_6338,,
emotion-v1,20260912,14,original:vid_6405,original/6405.mp4,34.155011,ordinary,,,,very_long,vid_6405,,
emotion-v1,20260912,14,original:vid_6438,original/6438.mp4,34.5,ordinary,,,,very_long,vid_6438,,
emotion-v1,20260912,14,original:vid_6495,original/6495.mp4,35.066667,ordinary,,,,very_long,vid_6495,,
emotion-v1,20260912,14,original:vid_6522,original/6522.mp4,35.272993,ordinary,,,,very_long,vid_6522,,
emotion-v1,20260912,14,original:vid_6589,original/6589.mp4,36.166667,ordinary,,,,very_long,vid_6589,,
emotion-v1,20260912,14,original:vid_6622,original/6622.mp4,36.618005,ordinary,,,,very_long,vid_6622,,
emotion-v1,20260912,14,original:vid_6673,original/6673.mp4,37.2,ordinary,,,,very_long,vid_6673,,
emotion-v1,20260912,14,original:vid_6713,original/6713.mp4,37.8,ordinary,,,,very_long,vid_6713,,
emotion-v1,20260912,14,original:vid_6770,original/6770.mp4,38.666667,ordinary,,,,very_long,vid_6770,,
emotion-v1,20260912,14,original:vid_6790,original/6790.mp4,39.056009,ordinary,,,,very_long,vid_6790,,
emotion-v1,20260912,14,original:vid_6851,original/6851.mp4,40.052993,ordinary,,,,very_long,vid_6851,,
emotion-v1,20260912,14,original:vid_6888,original/6888.mp4,40.8,ordinary,,,,very_long,vid_6888,,
emotion-v1,20260912,14,original:vid_6930,original/6930.mp4,41.685011,ordinary,,,,very_long,vid_6930,,
emotion-v1,20260912,14,original:vid_6984,original/6984.mp4,42.625832,ordinary,,,,very_long,vid_6984,,
emotion-v1,20260912,14,original:vid_7039,original/7039.mp4,43.512993,ordinary,,,,very_long,vid_7039,,
emotion-v1,20260912,14,original:vid_7059,original/7059.mp4,43.953991,ordinary,,,,very_long,vid_7059,,
emotion-v1,20260912,14,original:vid_7139,original/7139.mp4,45.333333,ordinary,,,,very_long,vid_7139,,
emotion-v1,20260912,14,original:vid_7142,original/7142.mp4,45.333333,ordinary,,,,very_long,vid_7142,,
emotion-v1,20260912,14,original:vid_7189,original/7189.mp4,46.417007,ordinary,,,,very_long,vid_7189,,
emotion-v1,20260912,14,original:vid_7272,original/7272.mp4,47.787007,ordinary,,,,very_long,vid_7272,,
emotion-v1,20260912,14,original:vid_7300,original/7300.mp4,48.205011,ordinary,,,,very_long,vid_7300,,
emotion-v1,20260912,14,original:vid_7340,original/7340.mp4,48.970998,ordinary,,,,very_long,vid_7340,,
emotion-v1,20260912,14,original:vid_7392,original/7392.mp4,50.266667,ordinary,,,,very_long,vid_7392,,
emotion-v1,20260912,14,original:vid_7426,original/7426.mp4,50.933333,ordinary,,,,very_long,vid_7426,,
emotion-v1,20260912,14,original:vid_7496,original/7496.mp4,52.4,ordinary,,,,very_long,vid_7496,,
emotion-v1,20260912,14,original:vid_7501,original/7501.mp4,52.466667,ordinary,,,,very_long,vid_7501,,
emotion-v1,20260912,14,original:vid_7586,original/7586.mp4,54.2,ordinary,,,,very_long,vid_7586,,
emotion-v1,20260912,14,original:vid_7594,original/7594.mp4,54.283333,ordinary,,,,very_long,vid_7594,,
emotion-v1,20260912,14,original:vid_7678,original/7678.mp4,55.843991,ordinary,,,,very_long,vid_7678,,
emotion-v1,20260912,14,original:vid_7682,original/7682.mp4,55.979002,ordinary,,,,very_long,vid_7682,,
emotion-v1,20260912,14,original:vid_7754,original/7754.mp4,57.216009,ordinary,,,,very_long,vid_7754,,
emotion-v1,20260912,14,original:vid_7791,original/7791.mp4,57.816009,ordinary,,,,very_long,vid_7791,,
emotion-v1,20260912,14,original:vid_7824,original/7824.mp4,58.7,ordinary,,,,very_long,vid_7824,,
emotion-v1,20260912,14,original:vid_7853,original/7853.mp4,59.066667,ordinary,,,,very_long,vid_7853,,
emotion-v1,20260912,14,original:vid_7940,original/7940.mp4,59.733333,ordinary,,,,very_long,vid_7940,,
emotion-v1,20260912,15,emotion:00000018.mp4,emotion/positive/excitation/positive_excitation_0007_00000018.mp4,17.67,emotion,Excitation,positive,95610e7752046f67545a8d2432ecb8bd5ba40ccafd939db52835c1916409537e,15-20,00000018.mp4,,True
emotion-v1,20260912,15,emotion:00000156.mp4,emotion/neutral/neutral/neutral_neutral_0817_00000156.mp4,9.745777,emotion,Neutral,neutral,9149746baa63e54e59029adcae52b183ffab6b6ea16673966d41fdfe2fc2eb4a,5-10,00000156.mp4,,True
emotion-v1,20260912,15,emotion:00000355.mp4,emotion/positive/excitation/positive_excitation_0032_00000355.mp4,15.033333,emotion,Excitation,positive,d8f21d0d9411772b1abae38d47e1ad72c11c87407dfa32c7aa3e4f6b8ec1c525,15-20,00000355.mp4,,True
emotion-v1,20260912,15,emotion:00000618.mp4,emotion/positive/excitation/positive_excitation_0065_00000618.mp4,16.333606,emotion,Excitation,positive,929c785d8e0b42046f03b97eca165082a18a95722d9f6d664ae136a627c2a6cc,15-20,00000618.mp4,,True
emotion-v1,20260912,15,emotion:00000645.mp4,emotion/positive/excitation/positive_excitation_0070_00000645.mp4,34.766667,emotion,Excitation,positive,b48783da7b2cd93b9174af96a14fd31f5f6086fa6b262cd48bf07fd978b98562,30-40,00000645.mp4,,True
emotion-v1,20260912,15,emotion:00000674.mp4,emotion/positive/excitation/positive_excitation_0078_00000674.mp4,21.733991,emotion,Excitation,positive,5a17527eb3635c9d5a52b9964acbce2e1cd4295119615ed6beb94322c0563e34,20-25,00000674.mp4,,True
emotion-v1,20260912,15,emotion:00000677.mp4,emotion/positive/excitation/positive_excitation_0080_00000677.mp4,29.533333,emotion,Excitation,positive,047614978cc94e6c5d051e5074303f3072590cc315546f15caf6bd0596cf2021,25-30,00000677.mp4,,True
emotion-v1,20260912,15,emotion:00000934.mp4,emotion/neutral/neutral/neutral_neutral_0992_00000934.mp4,13.2,emotion,Neutral,neutral,2113913724aac867898e11fda99992740dd9a422d8229cf7e7a44c9c3d56275c,10-15,00000934.mp4,,True
emotion-v1,20260912,15,emotion:00000977.mp4,emotion/neutral/neutral/neutral_neutral_1017_00000977.mp4,17.866667,emotion,Neutral,neutral,bb57e461c8e18da4097bc232044268bcc10d6c49d3b87517b2fb8383f20d7d13,15-20,00000977.mp4,,True
emotion-v1,20260912,15,emotion:00000987.mp4,emotion/neutral/neutral/neutral_neutral_1020_00000987.mp4,9.533333,emotion,Neutral,neutral,9b0b4cf408858d04287991f69ec3adc9da98e4d478f5d13587ed104242a9c267,5-10,00000987.mp4,,True
emotion-v1,20260912,15,emotion:00001033.mp4,emotion/neutral/neutral/neutral_neutral_1036_00001033.mp4,6.989002,emotion,Neutral,neutral,01a23b0d00072daa72afe2dae7998c58877d627cb8deb217482fd10e8874d2c3,5-10,00001033.mp4,,True
emotion-v1,20260912,15,emotion:00001070.mp4,emotion/neutral/neutral/neutral_neutral_1056_00001070.mp4,13.680347,emotion,Neutral,neutral,d64932b8009dea6da15b3ad0f0bef3898556b4d4ede6775d372df22475930b23,10-15,00001070.mp4,,True
emotion-v1,20260912,15,emotion:00001116.mp4,emotion/neutral/neutral/neutral_neutral_1070_00001116.mp4,36.361995,emotion,Neutral,neutral,e6c00c6b54112b47ac5143bdcee22203aaab670b19cd7df40a45f208e76c7286,30-40,00001116.mp4,,True
emotion-v1,20260912,15,emotion:00001130.mp4,emotion/neutral/neutral/neutral_neutral_1077_00001130.mp4,58.997966,emotion,Neutral,neutral,7327b0ac4b9db0000b01b5d4fa91bea4f201f09581323c9ae0ec821736eff88b,50-60,00001130.mp4,,True
emotion-v1,20260912,15,emotion:00001147.mp4,emotion/neutral/neutral/neutral_neutral_1085_00001147.mp4,8.8,emotion,Neutral,neutral,e0a10f42f6ae9f6b0e022a1fa84b0cdfab99d7605582576f839954e76398ab73,5-10,00001147.mp4,,True
emotion-v1,20260912,15,emotion:00001155.mp4,emotion/positive/excitation/positive_excitation_0110_00001155.mp4,6.150943,emotion,Excitation,positive,01c371178edbff07307184d5aeb138ebedb1b3078c427fab530b6c2383d771b4,5-10,00001155.mp4,,True
emotion-v1,20260912,15,emotion:00001161.mp4,emotion/negative/tension/negative_tension_2476_00001161.mp4,22.033333,emotion,Tension,negative,bb133eced85641f00ea7d5ea8c8729273d070b867d61acad27941847b3bd3c9d,20-25,00001161.mp4,,True
emotion-v1,20260912,15,emotion:00001181.mp4,emotion/neutral/neutral/neutral_neutral_1104_00001181.mp4,14.951995,emotion,Neutral,neutral,5ff3a6891272feca7d29f6d15dd1fc9ecd1c37b8239c663cd67e5f32b824983f,10-15,00001181.mp4,,True
emotion-v1,20260912,15,emotion:00001318.mp4,emotion/neutral/neutral/neutral_neutral_1153_00001318.mp4,34.068966,emotion,Neutral,neutral,92a0326f1e25de0d80e5d42a36bfcc362fff044c745715616f0f8a68f0169899,30-40,00001318.mp4,,True
emotion-v1,20260912,15,emotion:00001488.mp4,emotion/neutral/neutral/neutral_neutral_1223_00001488.mp4,16.186441,emotion,Neutral,neutral,d70e12bd0956c68642907995e091f416c2d360c7feb5c04d576338d118df11d6,15-20,00001488.mp4,,True
emotion-v1,20260912,15,emotion:00001728.mp4,emotion/neutral/neutral/neutral_neutral_1328_00001728.mp4,15.139002,emotion,Neutral,neutral,09a8b7c9c6141615eb1fdf94bf90aa34ffe6d00977de04c0535647245c828275,15-20,00001728.mp4,,True
emotion-v1,20260912,15,emotion:00001946.mp4,emotion/neutral/neutral/neutral_neutral_1381_00001946.mp4,19.480317,emotion,Neutral,neutral,afc9651017e8f83c10955dbea8f20d34675c2d38c5a392b157a54beff995a48c,15-20,00001946.mp4,,True
emotion-v1,20260912,15,emotion:00002067.mp4,emotion/neutral/neutral/neutral_neutral_1398_00002067.mp4,25.9,emotion,Neutral,neutral,9e49d9235b5667ee6bd7241e70d1d176253e9f1a0ef226729e8bb8657b248873,25-30,00002067.mp4,,True
emotion-v1,20260912,15,emotion:00002101.mp4,emotion/neutral/neutral/neutral_neutral_1404_00002101.mp4,14.466009,emotion,Neutral,neutral,2552dc849793e30a668f4d94b76d3e2707b97cd6aaf2bdc7c939cb8549c383a9,10-15,00002101.mp4,,True
emotion-v1,20260912,15,emotion:00002734.mp4,emotion/neutral/neutral/neutral_neutral_1464_00002734.mp4,29.907007,emotion,Neutral,neutral,d0961fabb6466466d677d54169788fa2b2e6e724eb5fd7350f5db66447ab0f31,25-30,00002734.mp4,,True
emotion-v1,20260912,15,emotion:00003253.mp4,emotion/neutral/neutral/neutral_neutral_1490_00003253.mp4,6.940998,emotion,Neutral,neutral,7654c299c3f57fa806834a216c414f66d14479ac4787e7d58998be8c21c1b952,5-10,00003253.mp4,,True
emotion-v1,20260912,15,emotion:00003482.mp4,emotion/negative/tension/negative_tension_2900_00003482.mp4,5.943991,emotion,Tension,negative,ee52daeda9eff103beecc4f3f1feec2a3fb4b75ac6b0604c4b1463bef62a6d6d,5-10,00003482.mp4,,True
emotion-v1,20260912,15,emotion:00003828.mp4,emotion/negative/tension/negative_tension_2930_00003828.mp4,10.077007,emotion,Tension,negative,4ff861dd532aa04a84178e813c738611a964f2b790b387efd8bfd99758bc47bc,10-15,00003828.mp4,,True
emotion-v1,20260912,15,emotion:00004512.mp4,emotion/negative/tension/negative_tension_2969_00004512.mp4,56.852993,emotion,Tension,negative,56595bf725485e6458dd95e3a318d6895f8ab21c7c4d3b20466f8a8e55ccae6c,50-60,00004512.mp4,,True
emotion-v1,20260912,15,emotion:00005042.mp4,emotion/negative/tension/negative_tension_2992_00005042.mp4,8.0,emotion,Tension,negative,0e7a0837b3c109009d321f28dc792605e14dfff1904177a10ecebd77b96f3cda,5-10,00005042.mp4,,True
emotion-v1,20260912,15,emotion:00005861.mp4,emotion/positive/excitation/positive_excitation_0200_00005861.mp4,16.671995,emotion,Excitation,positive,a914540719cea308534de72ca554ca577d675c93115f5e9828a58b47c73eb1f8,15-20,00005861.mp4,,True
emotion-v1,20260912,15,emotion:00005879.mp4,emotion/negative/tension/negative_tension_3055_00005879.mp4,8.22,emotion,Tension,negative,57a855e2ade60879da0f1b72382af7b4369ff72c5339256692ffe46694c56ebc,5-10,00005879.mp4,,True
emotion-v1,20260912,15,emotion:00006093.mp4,emotion/positive/excitation/positive_excitation_0242_00006093.mp4,19.242993,emotion,Excitation,positive,7dd235fd788060caaccb4c8055cf943f57b61b45501627d66d60f0a61ef4092d,15-20,00006093.mp4,,True
emotion-v1,20260912,15,emotion:00006231.mp4,emotion/positive/excitation/positive_excitation_0264_00006231.mp4,46.827007,emotion,Excitation,positive,8b16cab44a269bcb1f8dfb9286533e63247574f029f044acc505b17972dcb9a5,40-50,00006231.mp4,,True
emotion-v1,20260912,15,emotion:00006272.mp4,emotion/positive/excitation/positive_excitation_0277_00006272.mp4,9.056009,emotion,Excitation,positive,e47229ce17c5f335a4983a13c5b6a0c6d6dc99dfa7cbf627f0401b761f7882fb,5-10,00006272.mp4,,True
emotion-v1,20260912,15,emotion:00006339.mp4,emotion/positive/excitation/positive_excitation_0284_00006339.mp4,12.5,emotion,Excitation,positive,e8d978ea1d5708ad2cf8d56644828e9cc1748a8ec4209af1561703923e21ab55,10-15,00006339.mp4,,True
emotion-v1,20260912,15,emotion:00006413.mp4,emotion/positive/excitation/positive_excitation_0297_00006413.mp4,58.002993,emotion,Excitation,positive,735bde7232352b7e56e44cc96eba8eaa0c7f52e47f406965471e57b967453ab9,50-60,00006413.mp4,,True
emotion-v1,20260912,15,emotion:00006565.mp4,emotion/negative/tension/negative_tension_3085_00006565.mp4,18.669002,emotion,Tension,negative,ffa81eb3ba4923643562ef129f7267c86c300758c9a15342c9c4032cb55555c4,15-20,00006565.mp4,,True
emotion-v1,20260912,15,emotion:00006710.mp4,emotion/positive/excitation/positive_excitation_0358_00006710.mp4,7.066667,emotion,Excitation,positive,92a50b1e2afe4bd525de47f9c5aa4a7edf68f64e35d5dcf6cd87b8fe99eddbb2,5-10,00006710.mp4,,True
emotion-v1,20260912,15,emotion:00006735.mp4,emotion/negative/tension/negative_tension_3096_00006735.mp4,10.041667,emotion,Tension,negative,c3936c6bb126e6e380e755265d2e213381dfade113c9692650bd709a7f4535e1,10-15,00006735.mp4,,True
emotion-v1,20260912,15,emotion:00009968.mp4,emotion/neutral/neutral/neutral_neutral_1690_00009968.mp4,20.633333,emotion,Neutral,neutral,ead0ba75876b109a75b9cba1baa5c74f52af174d47a028c3ac522ef351993157,20-25,00009968.mp4,,True
emotion-v1,20260912,15,emotion:00010020.mp4,emotion/neutral/neutral/neutral_neutral_1705_00010020.mp4,24.0,emotion,Neutral,neutral,3e7ab8385064d794637b0be6a544bc0d748def028fe764fce74029890d31b892,20-25,00010020.mp4,,True
emotion-v1,20260912,15,emotion:00010094.mp4,emotion/neutral/neutral/neutral_neutral_1715_00010094.mp4,11.157007,emotion,Neutral,neutral,44bbd9a6d58e795c89d595a2188d028fab2d4398128c81f20a3cb413a83ae101,10-15,00010094.mp4,,True
emotion-v1,20260912,15,emotion:00011523.mp4,emotion/positive/excitation/positive_excitation_0432_00011523.mp4,7.986009,emotion,Excitation,positive,4b0c40f9320bbfcfbcda9b5f4a43db4488247a1717a197d366b2a008417a068a,5-10,00011523.mp4,,True
emotion-v1,20260912,15,emotion:00013389.mp4,emotion/neutral/neutral/neutral_neutral_1759_00013389.mp4,12.005011,emotion,Neutral,neutral,b399b4397af823783023df44f073824d65592c998376643f2b572bc8e4eae6fc,10-15,00013389.mp4,,True
emotion-v1,20260912,15,emotion:00021664.mp4,emotion/neutral/neutral/neutral_neutral_1902_00021664.mp4,45.8,emotion,Neutral,neutral,01a64b4409c82d808478eaaf19e27fcf9e7565a1731f5eaf0f76fa554118adbd,40-50,00021664.mp4,,True
emotion-v1,20260912,15,emotion:00027975.mp4,emotion/positive/relaxation/positive_relaxation_1930_00027975.mp4,35.533333,emotion,Relaxation,positive,f13634643977466db41f6e3cff5fba8e247b000eef6012addcaf29d3f482f77a,30-40,00027975.mp4,,True
emotion-v1,20260912,15,emotion:00029084.mp4,emotion/positive/relaxation/positive_relaxation_1992_00029084.mp4,9.82,emotion,Relaxation,positive,c347638449b7f1c2cd58199a7a48dc8fac44a1c33ab4217955d00e4dc81af517,5-10,00029084.mp4,,True
emotion-v1,20260912,15,emotion:00029139.mp4,emotion/positive/relaxation/positive_relaxation_2035_00029139.mp4,27.166009,emotion,Relaxation,positive,1bf0cc488c687c359a36aed763225f699d39474740ad27caa78ead95443757dd,25-30,00029139.mp4,,True
emotion-v1,20260912,15,emotion:00029883.mp4,emotion/positive/relaxation/positive_relaxation_2193_00029883.mp4,12.002993,emotion,Relaxation,positive,f219daeddcea55301602be7b4a64233594eb34b63fad38d3d524b0dd0790e4bf,10-15,00029883.mp4,,True
emotion-v1,20260912,15,emotion:00029915.mp4,emotion/positive/relaxation/positive_relaxation_2214_00029915.mp4,10.517007,emotion,Relaxation,positive,f0780877d2d7492e9252b169c13e8526cd45eb908aedb63c237ce7a2dd0e7467,10-15,00029915.mp4,,True
emotion-v1,20260912,15,emotion:00029921.mp4,emotion/positive/relaxation/positive_relaxation_2219_00029921.mp4,15.0,emotion,Relaxation,positive,3dda2f44b0db5c137ed3383c948b8d970a2af7b40f1e989b03617b68f42d9742,15-20,00029921.mp4,,True
emotion-v1,20260912,15,emotion:00030180.mp4,emotion/positive/relaxation/positive_relaxation_2382_00030180.mp4,23.172993,emotion,Relaxation,positive,fa9e9eb9cc7361e8b4cef1ccf5aa666e958c982604bc0340029c5fba5b2c70bb,20-25,00030180.mp4,,True
emotion-v1,20260912,15,emotion:00030196.mp4,emotion/positive/relaxation/positive_relaxation_2395_00030196.mp4,14.117007,emotion,Relaxation,positive,5611ec4d13b8151bd0b93fa0d0a5ffd8fea2a5a4f14cea746e62a97d5e554ea4,10-15,00030196.mp4,,True
emotion-v1,20260912,15,emotion:00030960.mp4,emotion/negative/sad/negative_sad_2582_00030960.mp4,13.833333,emotion,Sad,negative,aa7ae74ac8053d10c6c822bfc372cfc8b428762897717394cb28ba1866cd717a,10-15,00030960.mp4,,True
emotion-v1,20260912,15,emotion:00031105.mp4,emotion/negative/sad/negative_sad_2637_00031105.mp4,15.066667,emotion,Sad,negative,47e7cf79c1010f0e4fbaf04f6fcd0a239477785a36f725bca0042893b2a27b90,15-20,00031105.mp4,,True
emotion-v1,20260912,15,emotion:00031279.mp4,emotion/negative/sad/negative_sad_2726_00031279.mp4,42.966667,emotion,Sad,negative,ce82ca9fcc7b95c9720f81e143aba79feefb81d8e08f7306df4b64c8b57d83e9,40-50,00031279.mp4,,True
emotion-v1,20260912,15,emotion:00031300.mp4,emotion/negative/sad/negative_sad_2741_00031300.mp4,32.206009,emotion,Sad,negative,ee1643e28abc9356b79148245790b22db86e05d39d7c76dedbd7697a9d0ada23,30-40,00031300.mp4,,True
emotion-v1,20260912,15,emotion:00031328.mp4,emotion/negative/sad/negative_sad_2757_00031328.mp4,28.002993,emotion,Sad,negative,dae05691f3372a440b4533b9c5894cfdaab90f815527545901d96e0cb95b2456,25-30,00031328.mp4,,True
emotion-v1,20260912,15,emotion:00031600.mp4,emotion/negative/fear/negative_fear_0614_00031600.mp4,12.002993,emotion,Fear,negative,914ce3725daf85d508e58db04fff22827b83c3c81b2978b8a7ca110319b48fcb,10-15,00031600.mp4,,True
emotion-v1,20260912,15,emotion:00031611.mp4,emotion/negative/fear/negative_fear_0620_00031611.mp4,22.266009,emotion,Fear,negative,2ddf5dd5f1b33da05935d37f01a3235b845ac1ea4bc2dc64d0afad86b79352a9,20-25,00031611.mp4,,True
emotion-v1,20260912,15,emotion:00031612.mp4,emotion/negative/fear/negative_fear_0621_00031612.mp4,18.202993,emotion,Fear,negative,1497f307aba23310d1e94b6829b241f7d11539974ecdcedebdd3a1856fc803af,15-20,00031612.mp4,,True
emotion-v1,20260912,15,emotion:00031730.mp4,emotion/negative/fear/negative_fear_0683_00031730.mp4,15.95,emotion,Fear,negative,b4ab7e955d953bb40a9d134e5f4393bb314a531ef5fd6331ba2556c5b3afb9f6,15-20,00031730.mp4,,True
emotion-v1,20260912,15,emotion:00031772.mp4,emotion/negative/fear/negative_fear_0703_00031772.mp4,15.0,emotion,Fear,negative,73152bdb08554e10003d1591861b86ab24b4abb1f6edae4de0d759993ea7c6e9,15-20,00031772.mp4,,True
emotion-v1,20260912,15,emotion:00031915.mp4,emotion/negative/fear/negative_fear_0774_00031915.mp4,46.02,emotion,Fear,negative,e5ad0f35a69143212bc47c3d0d3fc5bb6f69456436b487968ea7819dedfe689e,40-50,00031915.mp4,,True
emotion-v1,20260912,15,emotion:00031993.mp4,emotion/negative/fear/negative_fear_0914_00031993.mp4,27.84,emotion,Fear,negative,5fe0fb005aa2b2a835cfebc63d119a12d1e951abf9728264c060f22394c4f3b2,25-30,00031993.mp4,,True
emotion-v1,20260912,15,emotion:00032048.mp4,emotion/negative/fear/negative_fear_0930_00032048.mp4,8.057007,emotion,Fear,negative,d8a37ee0401c6853fd8519ee822b2e964d245cd8d1203739e18fd306c4f11d7a,5-10,00032048.mp4,,True
emotion-v1,20260912,15,emotion:00032127.mp4,emotion/negative/fear/negative_fear_0952_00032127.mp4,15.0,emotion,Fear,negative,b8468a9b879e9463b5cbbe204325ac878aca14692b9b134d73cdb68e80e4ca78,15-20,00032127.mp4,,True
emotion-v1,20260912,15,emotion:00032190.mp4,emotion/negative/fear/negative_fear_0976_00032190.mp4,13.513991,emotion,Fear,negative,b653da04c721e81057ab1a3aa8be02fe9dc86f079c6a5bf5522455cee835cb4c,10-15,00032190.mp4,,True
